Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,,,,
14.01.2022,106928,105530,107062,105028,"11,46M","1,33%",,,,
13.01.2022,105530,105686,106251,104974,"11,71M","-0,15%",,,,
12.01.2022,105686,103779,105869,103771,"13,03M","1,84%",,,,
11.01.2022,103779,101946,103780,101918,"12,42M","1,80%",,,,
10.01.2022,101945,102719,102719,101038,"10,26M","-0,75%",,,,
07.01.2022,102719,101561,102719,101104,"11,73M","1,14%",,,,
06.01.2022,101561,101006,102235,101000,"11,75M","0,55%",,,,
05.01.2022,101006,103514,103514,100850,"12,88M","-2,42%",,,,
04.01.2022,103514,103922,104276,103096,"11,49M","-0,39%",,,,
03.01.2022,103922,104823,106125,103413,"11,13M","-0,86%",,,,
30.12.2021,104822,104106,105269,104106,"11,14M","0,69%",,,,
29.12.2021,104107,104863,105190,103851,"6,59M","-0,72%",,,,
28.12.2021,104864,105555,105652,104503,"7,51M","-0,65%",,,,
27.12.2021,105554,104892,105694,104798,"7,59M","0,63%",,,,
23.12.2021,104891,105251,105453,104637,"7,28M","-0,33%",,,,
22.12.2021,105244,105499,105711,104386,"8,05M","-0,24%",,,,
21.12.2021,105500,105020,105906,105020,"9,04M","0,46%",,,,
20.12.2021,105020,107171,107171,104358,"10,57M","-2,03%",,,,
17.12.2021,107201,108324,108324,106518,"14,93M","-1,04%",,,,
16.12.2021,108326,107433,109034,107433,"13,75M","0,83%",,,,
15.12.2021,107431,106763,107603,105697,"12,66M","0,63%",,,,
14.12.2021,106760,107387,109148,106445,"11,60M","-0,58%",,,,
13.12.2021,107383,107758,109493,107383,"12,51M","-0,35%",,,,
10.12.2021,107758,106296,108275,106296,"10,47M","1,38%",,,,
09.12.2021,106291,108095,108095,105890,"11,08M","-1,67%",,,,
08.12.2021,108096,107558,108521,107309,"13,17M","0,50%",,,,
07.12.2021,107558,106868,108655,106868,"11,77M","0,65%",,,,
06.12.2021,106859,105070,107498,105070,"11,13M","1,70%",,,,
03.12.2021,105070,104467,106814,104090,"14,58M","0,58%",,,,
02.12.2021,104466,100785,104466,100785,"14,85M","3,66%",,,,
01.12.2021,100775,101916,104087,100727,"13,76M","-1,12%",,,,
30.11.2021,101915,102814,103066,100075,"18,20M","-0,87%",,,,
29.11.2021,102814,102227,104149,102226,"10,28M","0,58%",,,,
26.11.2021,102224,105810,105810,101495,"10,97M","-3,39%",,,,
25.11.2021,105811,104514,106400,104514,"7,89M","1,24%",,,,
24.11.2021,104514,103652,105041,102464,"10,47M","0,83%",,,,
23.11.2021,103654,102124,103841,101736,"13,03M","1,50%",,,,
22.11.2021,102122,103036,104613,102122,"10,41M","-0,89%",,,,
19.11.2021,103035,102426,103975,102143,"11,10M","0,59%",,,,
18.11.2021,102426,102948,103757,102014,"10,91M","-0,51%",,,,
17.11.2021,102948,104405,105535,102551,"12,83M","-1,39%",,,,
16.11.2021,104404,106336,106971,104113,"11,58M","-1,82%",,,,
12.11.2021,106335,107576,107915,105842,"13,25M","-1,17%",,,,
11.11.2021,107595,105988,108669,105988,"12,66M","1,54%",,,,
10.11.2021,105968,105535,107407,105140,"12,28M","0,41%",,,,
09.11.2021,105535,104783,106674,104783,"11,02M","0,72%",,,,
08.11.2021,104781,104824,105679,104182,"9,36M","-0,04%",,,,
05.11.2021,104824,103412,105555,103412,"12,59M","1,37%",,,,
04.11.2021,103412,105617,105627,102835,"12,08M","-2,09%",,,,
03.11.2021,105617,105547,106754,104205,"14,70M","0,06%",,,,
01.11.2021,105551,103514,106136,103514,"10,73M","1,98%",,,,
29.10.2021,103501,105707,105954,103430,"12,60M","-2,09%",,,,
28.10.2021,105705,106369,107210,105282,"11,50M","-0,62%",,,,
27.10.2021,106363,106433,108224,106045,"10,83M","-0,05%",,,,
26.10.2021,106420,108713,108713,106321,"10,76M","-2,11%",,,,
25.10.2021,108715,106298,109372,106296,"11,51M","2,28%",,,,
22.10.2021,106296,107714,107749,102854,"21,17M","-1,34%",,,,
21.10.2021,107735,110767,110767,105714,"16,51M","-2,75%",,,,
20.10.2021,110786,110677,112023,110176,"11,74M","0,10%",,,,
19.10.2021,110673,114422,114422,109947,"14,13M","-3,28%",,,,
18.10.2021,114428,114647,114927,112841,"11,20M","-0,19%",,,,
15.10.2021,114648,113189,114776,113049,"11,17M","1,29%",,,,
14.10.2021,113185,113457,113881,112708,"8,96M","-0,24%",,,,
13.10.2021,113456,112180,114159,111807,"11,73M","1,14%",,,,
11.10.2021,112180,112834,113982,112052,"10,28M","-0,58%",,,,
08.10.2021,112833,110586,114172,110586,"12,87M","2,03%",,,,
07.10.2021,110585,110563,111522,110563,"10,65M","0,02%",,,,
06.10.2021,110560,110454,110614,108180,"13,28M","0,09%",,,,
05.10.2021,110458,110397,111691,110087,"10,38M","0,06%",,,,
04.10.2021,110393,112900,112900,109979,"11,81M","-2,22%",,,,
01.10.2021,112900,110980,113020,110980,"10,78M","1,73%",,,,
30.09.2021,110979,111117,112371,110743,"13,16M","-0,11%",,,,
29.09.2021,111107,110125,112028,110125,"11,37M","0,89%",,,,
28.09.2021,110124,113584,113584,109981,"13,19M","-3,05%",,,,
27.09.2021,113583,113283,114432,112360,"10,74M","0,27%",,,,
24.09.2021,113283,114062,114062,112505,"9,12M","-0,69%",,,,
23.09.2021,114064,112282,114330,112281,"11,48M","1,59%",,,,
22.09.2021,112282,110252,113321,110251,"12,16M","1,84%",,,,
21.09.2021,110250,108859,110923,108859,"11,25M","1,29%",,,,
20.09.2021,108844,111435,111435,107520,"11,50M","-2,33%",,,,
17.09.2021,111439,113794,113794,111157,"14,83M","-2,07%",,,,
16.09.2021,113794,115062,115062,113395,"10,69M","-1,10%",,,,
15.09.2021,115063,116191,116312,114741,"9,46M","-0,96%",,,,
14.09.2021,116181,116405,117270,115809,"9,03M","-0,19%",,,,
13.09.2021,116404,114300,117046,114300,"9,25M","1,85%",,,,
10.09.2021,114286,115370,116896,114286,"11,16M","-0,93%",,,,
09.09.2021,115361,113413,116354,112435,"13,89M","1,72%",,,,
08.09.2021,113413,117866,117866,113172,"12,32M","-3,78%",,,,
06.09.2021,117869,116926,117981,116156,"5,11M","0,80%",,,,
03.09.2021,116933,116679,117396,115583,"12,52M","0,22%",,,,
02.09.2021,116677,119394,119397,116534,"9,86M","-2,28%",,,,
01.09.2021,119396,118793,119942,118067,"9,52M","0,52%",,,,
31.08.2021,118781,119738,120157,117911,"11,54M","-0,80%",,,,
30.08.2021,119740,120677,120684,119354,"6,39M","-0,78%",,,,
27.08.2021,120678,118725,120678,118721,"7,32M","1,65%",,,,
26.08.2021,118724,120817,120833,118719,"8,43M","-1,73%",,,,
25.08.2021,120818,120210,120818,119226,"7,52M","0,50%",,,,
24.08.2021,120211,117474,120463,117474,"9,18M","2,33%",,,,
23.08.2021,117472,118053,118445,117062,"7,85M","-0,49%",,,,
20.08.2021,118053,117163,118308,116040,"8,93M","0,76%",,,,
19.08.2021,117165,116641,117453,114801,"10,52M","0,45%",,,,
18.08.2021,116643,117904,118739,116489,"11,75M","-1,07%",,,,
17.08.2021,117904,119179,119179,116248,"11,22M","-1,07%",,,,
16.08.2021,119180,121191,121191,118684,"9,74M","-1,66%",,,,
13.08.2021,121194,120701,121275,120045,"10,64M","0,41%",,,,
12.08.2021,120701,122056,122095,120534,"11,07M","-1,11%",,,,
11.08.2021,122056,122203,122756,120827,"8,69M","-0,12%",,,,
10.08.2021,122202,123021,123513,122061,"8,30M","-0,66%",,,,
09.08.2021,123019,122809,123597,122258,"7,17M","0,17%",,,,
06.08.2021,122810,121633,123287,121568,"7,50M","0,97%",,,,
05.08.2021,121633,121801,123541,121128,"10,91M","-0,14%",,,,
04.08.2021,121801,123577,123587,121072,"9,16M","-1,44%",,,,
03.08.2021,123577,122516,123765,120807,"9,39M","0,87%",,,,
02.08.2021,122516,121803,124536,121797,"8,57M","0,59%",,,,
30.07.2021,121801,125672,125673,121748,"9,40M","-3,08%",,,,
29.07.2021,125675,126285,126476,124917,"7,49M","-0,48%",,,,
28.07.2021,126286,124615,126712,124542,"9,04M","1,34%",,,,
27.07.2021,124612,126004,126026,123670,"7,31M","-1,10%",,,,
26.07.2021,126004,125058,126214,125006,"6,33M","0,76%",,,,
23.07.2021,125053,126140,126204,124422,"6,05M","-0,87%",,,,
22.07.2021,126147,125930,126428,125416,"6,48M","0,17%",,,,
21.07.2021,125929,125404,126112,125247,"7,15M","0,42%",,,,
20.07.2021,125401,124395,125631,123631,"7,63M","0,81%",,,,
19.07.2021,124395,125958,125958,123317,"9,21M","-1,24%",,,,
16.07.2021,125960,127468,128010,125808,"7,36M","-1,18%",,,,
15.07.2021,127468,128407,128976,126922,"7,42M","-0,73%",,,,
14.07.2021,128407,128169,129620,128085,"9,21M","0,19%",,,,
13.07.2021,128168,127594,128420,126441,"7,15M","0,45%",,,,
12.07.2021,127594,125428,127782,125428,"7,42M","1,73%",,,,
08.07.2021,125428,127013,127013,124310,"8,88M","-1,25%",,,,
07.07.2021,127019,125096,127249,125094,"8,15M","1,54%",,,,
06.07.2021,125095,126919,126919,124866,"7,65M","-1,44%",,,,
05.07.2021,126920,127622,127633,126531,"5,26M","-0,55%",,,,
02.07.2021,127622,125667,127672,125667,"7,43M","1,56%",,,,
01.07.2021,125666,126802,127204,124994,"9,29M","-0,90%",,,,
30.06.2021,126802,127323,127323,126199,"9,10M","-0,41%",,,,
29.06.2021,127327,127429,127507,126184,"7,78M","-0,08%",,,,
28.06.2021,127429,127255,128067,126629,"8,16M","0,14%",,,,
25.06.2021,127256,129513,129748,126697,"9,36M","-1,74%",,,,
24.06.2021,129514,128433,129541,128428,"7,24M","0,85%",,,,
23.06.2021,128428,128769,129901,128182,"7,99M","-0,26%",,,,
22.06.2021,128767,129242,129259,127803,"9,33M","-0,38%",,,,
21.06.2021,129265,128405,129412,128048,"7,33M","0,67%",,,,
18.06.2021,128405,128050,128796,127595,"12,43M","0,27%",,,,
17.06.2021,128057,129259,129919,127576,"9,66M","-0,93%",,,,
16.06.2021,129259,130091,130283,128345,"12,88M","-0,64%",,,,
15.06.2021,130091,130208,130436,129304,"7,21M","-0,09%",,,,
14.06.2021,130208,129441,131084,129441,"8,16M","0,59%",,,,
11.06.2021,129441,130076,130294,128678,"7,75M","-0,49%",,,,
10.06.2021,130076,129911,130527,129526,"8,53M","0,13%",,,,
09.06.2021,129907,129800,130882,129281,"9,84M","0,09%",,,,
08.06.2021,129787,130776,130776,129230,"10,35M","-0,76%",,,,
07.06.2021,130776,130125,131190,129498,"9,66M","0,50%",,,,
04.06.2021,130126,129600,130137,129148,"9,81M","0,40%",,,,
02.06.2021,129601,128268,129601,128167,"12,78M","1,04%",,,,
01.06.2021,128267,126218,128363,126218,"12,50M","1,63%",,,,
31.05.2021,126216,125561,126216,125540,"5,95M","0,52%",,,,
28.05.2021,125561,124367,125698,124284,"8,85M","0,96%",,,,
27.05.2021,124367,123989,124537,123470,"13,14M","0,30%",,,,
26.05.2021,123989,122988,124256,122988,"8,26M","0,81%",,,,
25.05.2021,122988,124032,124696,122701,"8,91M","-0,84%",,,,
24.05.2021,124032,122592,124167,122526,"8,19M","1,17%",,,,
21.05.2021,122592,122701,122799,121760,"9,49M","-0,09%",,,,
20.05.2021,122701,122636,122734,122136,"7,91M","0,05%",,,,
19.05.2021,122636,122976,123013,121595,"8,83M","-0,28%",,,,
18.05.2021,122980,122937,123544,122550,"7,84M","0,03%",,,,
17.05.2021,122938,121880,123074,121680,"7,41M","0,87%",,,,
14.05.2021,121881,120719,122195,120719,"10,14M","0,97%",,,,
13.05.2021,120706,119711,121426,119711,"9,36M","0,83%",,,,
12.05.2021,119710,122964,122964,119458,"9,41M","-2,65%",,,,
11.05.2021,122964,121904,122964,120145,"7,99M","0,87%",,,,
10.05.2021,121909,122038,122772,121795,"8,22M","-0,11%",,,,
07.05.2021,122038,119922,122038,119922,"8,87M","1,77%",,,,
06.05.2021,119921,119577,119966,119071,"8,78M","0,30%",,,,
05.05.2021,119564,117725,119734,117725,"9,06M","1,57%",,,,
04.05.2021,117712,119209,119293,117631,"8,77M","-1,26%",,,,
03.05.2021,119209,118951,119904,118528,"8,89M","0,27%",,,,
30.04.2021,118894,120064,120125,118894,"11,09M","-0,98%",,,,
29.04.2021,120066,121053,121498,119703,"8,50M","-0,82%",,,,
28.04.2021,121053,119392,121276,119392,"9,08M","1,39%",,,,
27.04.2021,119388,120595,121012,119003,"8,36M","-1,00%",,,,
26.04.2021,120595,120534,121393,119860,"7,10M","0,05%",,,,
23.04.2021,120530,119372,120815,119372,"7,62M","0,97%",,,,
22.04.2021,119371,120064,120995,119203,"8,60M","-0,58%",,,,
20.04.2021,120062,120925,121354,119841,"7,81M","-0,72%",,,,
19.04.2021,120934,121116,121974,120682,"10,03M","-0,15%",,,,
16.04.2021,121114,120701,121333,120199,"7,95M","0,34%",,,,
15.04.2021,120701,120290,121409,120084,"7,95M","0,34%",,,,
14.04.2021,120295,119298,120871,119298,"10,08M","0,84%",,,,
13.04.2021,119297,118809,119529,118041,"8,98M","0,41%",,,,
12.04.2021,118812,117661,118812,117661,"7,00M","0,97%",,,,
09.04.2021,117670,118313,118643,117336,"7,74M","-0,54%",,,,
08.04.2021,118313,117624,118850,117486,"8,78M","0,59%",,,,
07.04.2021,117624,117499,118303,116748,"8,54M","0,11%",,,,
06.04.2021,117499,117519,118213,117176,"6,80M","-0,02%",,,,
05.04.2021,117518,115262,117668,115262,"7,25M","1,97%",,,,
01.04.2021,115253,116644,117088,114991,"8,02M","-1,18%",,,,
31.03.2021,116634,116850,117249,115932,"10,66M","-0,18%",,,,
30.03.2021,116850,115414,117090,114999,"8,14M","1,24%",,,,
29.03.2021,115419,114776,115553,114096,"7,46M","0,56%",,,,
26.03.2021,114781,113750,115416,113305,"8,66M","0,91%",,,,
25.03.2021,113750,112065,114024,110927,"10,31M","1,50%",,,,
24.03.2021,112064,113272,114823,112064,"9,83M","-1,06%",,,,
23.03.2021,113262,114977,115599,113062,"8,30M","-1,49%",,,,'
22.03.2021,114979,116222,116225,113620,"8,16M","-1,07%",,,,
19.03.2021,116222,114837,116446,114610,"12,34M","1,21%",,,,
18.03.2021,114835,116549,116751,114302,"9,92M","-1,47%",,,,
17.03.2021,116549,114018,116736,113428,"9,43M","2,22%",,,,
16.03.2021,114019,114845,114974,113370,"7,80M","-0,72%",,,,
15.03.2021,114851,114093,114903,113635,"8,22M","0,60%",,,,
12.03.2021,114160,114984,114984,113253,"8,11M","-0,72%",,,,
11.03.2021,114984,112782,115127,112776,"12,09M","1,96%",,,,
10.03.2021,112776,111331,112928,109999,"12,51M","1,30%",,,,
09.03.2021,111331,110611,112525,109343,"12,14M","0,65%",,,,
08.03.2021,110612,115202,115202,110268,"13,70M","-3,98%",,,,
05.03.2021,115202,112690,115504,112504,"13,25M","2,23%",,,,
04.03.2021,112690,111191,114433,111163,"14,22M","1,35%",,,,
03.03.2021,111184,111529,112398,107466,"15,14M","-0,32%",,,,
02.03.2021,111540,110328,112428,107319,"14,82M","1,09%",,,,
01.03.2021,110335,110036,112445,110036,"11,24M","0,27%",,,,
26.02.2021,110035,112260,113466,109827,"14,62M","-1,98%",,,,
25.02.2021,112256,115668,116506,111764,"12,47M","-2,95%",,,,
24.02.2021,115668,115229,116208,114668,"11,40M","0,38%",,,,
23.02.2021,115227,112676,115380,112667,"15,17M","2,27%",,,,
22.02.2021,112668,118388,118388,111650,"21,77M","-4,87%",,,,
19.02.2021,118431,119199,119250,117867,"10,40M","-0,64%",,,,
18.02.2021,119199,120361,120845,118515,"10,72M","-0,96%",,,,
17.02.2021,120356,119421,120597,118880,"8,33M","0,78%",,,,
12.02.2021,119429,119300,119763,118163,"7,66M","0,11%",,,,
11.02.2021,119300,118440,120283,118440,"7,57M","0,73%",,,,
10.02.2021,118435,119472,119738,117970,"8,64M","-0,87%",,,,
09.02.2021,119472,119696,119975,118246,"7,91M","-0,19%",,,,
08.02.2021,119696,120239,120844,119140,"8,62M","-0,45%",,,,
05.02.2021,120240,119261,121117,119261,"8,21M","0,82%",,,,
04.02.2021,119261,119728,120560,118918,"8,10M","-0,39%",,,,
03.02.2021,119725,118235,120210,118234,"8,70M","1,26%",,,,
02.02.2021,118234,117520,119805,117519,"11,63M","0,61%",,,,
01.02.2021,117518,115093,117862,115093,"8,72M","2,13%",,,,
29.01.2021,115068,118880,118880,114973,"10,97M","-3,21%",,,,
28.01.2021,118883,115882,119355,115734,"12,07M","2,59%",,,,
27.01.2021,115882,116463,117840,114887,"12,38M","-0,50%",,,,
26.01.2021,116464,117381,119167,116109,"10,68M","-0,78%",,,,
22.01.2021,117380,118318,118318,116109,"9,37M","-0,80%",,,,
21.01.2021,118329,119628,120243,117785,"8,57M","-1,10%",,,,
20.01.2021,119646,120645,121449,118740,"7,95M","-0,82%",,,,
19.01.2021,120636,121250,122120,119257,"7,89M","-0,50%",,,,
18.01.2021,121242,120351,122586,120351,"7,22M","0,74%",,,,
15.01.2021,120349,123472,123472,120185,"9,39M","-2,54%",,,,
14.01.2021,123481,121947,123896,121947,"8,97M","1,27%",,,,
13.01.2021,121933,123996,124032,121016,"10,29M","-1,67%",,,,
12.01.2021,123998,123255,124584,123227,"8,95M","0,60%",,,,
11.01.2021,123255,125075,125075,122506,"9,54M","-1,46%",,,,
08.01.2021,125077,122387,125324,122386,"11,09M","2,20%",,,,
07.01.2021,122386,119103,122697,119101,"11,77M","2,76%",,,,
06.01.2021,119100,119377,120924,118917,"11,64M","-0,23%",,,,
05.01.2021,119376,118835,119790,116756,"9,26M","0,44%",,,,
04.01.2021,118855,119024,120354,118062,"8,74M","-0,14%",,,,
30.12.2020,119017,119410,120150,118919,"8,24M","-0,33%",,,,
29.12.2020,119409,119130,119861,118750,"6,77M","0,24%",,,,
28.12.2020,119124,117806,119213,117805,"7,17M","1,12%",,,,
23.12.2020,117807,116636,118311,116636,"6,48M","1,00%",,,,
22.12.2020,116636,115825,116903,115648,"6,95M","0,70%",,,,
21.12.2020,115823,118021,118021,114730,"10,35M","-1,86%",,,,
18.12.2020,118024,118395,119370,117638,"8,64M","-0,32%",,,,
17.12.2020,118401,117864,119027,117856,"7,70M","0,46%",,,,
16.12.2020,117857,116149,118178,115496,"9,81M","1,47%",,,,
15.12.2020,116149,114613,116390,114613,"8,20M","1,34%",,,,
14.12.2020,114611,115137,115740,114431,"8,19M","-0,45%",,,,
11.12.2020,115128,115128,115527,113949,"8,37M","0,00%",,,,
10.12.2020,115129,113002,115262,112732,"11,80M","1,88%",,,,
09.12.2020,113001,113799,114020,112567,"8,43M","-0,70%",,,,
08.12.2020,113793,113590,114381,112820,"8,81M","0,18%",,,,
07.12.2020,113590,113751,114531,112629,"9,63M","-0,14%",,,,
04.12.2020,113750,112294,113864,112294,"8,89M","1,30%",,,,
03.12.2020,112292,111874,113377,111874,"11,47M","0,37%",,,,
02.12.2020,111879,111402,112315,110579,"9,81M","0,43%",,,,
01.12.2020,111400,108897,111840,108897,"11,32M","2,30%",,,,
30.11.2020,108893,110598,110934,108829,"19,30M","-1,52%",,,,
27.11.2020,110575,110229,111603,110161,"8,79M","0,32%",,,,
26.11.2020,110227,110133,110245,109418,"6,17M","0,09%",,,,
25.11.2020,110133,109786,110596,109315,"8,56M","0,32%",,,,
24.11.2020,109786,107378,109956,107361,"11,93M","2,24%",,,,
23.11.2020,107379,106050,107495,106050,"9,69M","1,26%",,,,
20.11.2020,106042,106670,106764,105680,"7,10M","-0,59%",,,,
19.11.2020,106670,106117,106973,105545,"8,56M","0,52%",,,,
18.11.2020,106119,107246,107467,106043,"10,34M","-1,05%",,,,
17.11.2020,107249,106430,107810,105847,"10,31M","0,77%",,,,
16.11.2020,106430,104729,106518,104729,"11,72M","1,63%",,,,
13.11.2020,104723,102509,104726,102509,"9,77M","2,16%",,,,
12.11.2020,102507,104810,105019,102034,"10,86M","-2,20%",,,,
11.11.2020,104809,105067,105462,104143,"10,84M","-0,25%",,,,
10.11.2020,105067,103516,105758,103453,"16,67M","1,50%",,,,
09.11.2020,103515,100954,105147,100954,"17,41M","2,57%",,,,
06.11.2020,100925,100751,101104,99837,"8,38M","0,17%",,,,
05.11.2020,100751,97873,100922,97872,"10,46M","2,95%",,,,
04.11.2020,97867,95992,98296,95987,"10,70M","1,97%",,,,
03.11.2020,95980,93968,96350,93968,"10,19M","2,16%",,,,
30.10.2020,93952,96579,96579,93559,"10,64M","-2,72%",,,,
29.10.2020,96582,95368,96688,93387,"12,70M","1,27%",,,,
28.10.2020,95369,99598,99598,95369,"11,05M","-4,25%",,,,
27.10.2020,99606,101017,101660,99414,"8,67M","-1,40%",,,,
26.10.2020,101017,101260,101784,99762,"8,07M","-0,24%",,,,
23.10.2020,101260,101918,102218,101188,"7,56M","-0,65%",,,,
22.10.2020,101918,100553,102020,100457,"9,56M","1,36%",,,,
21.10.2020,100552,100541,101586,100149,"8,66M","0,01%",,,,
20.10.2020,100540,98664,100722,98664,"8,80M","1,91%",,,,
19.10.2020,98658,98310,99917,98310,"9,93M","0,35%",,,,
16.10.2020,98309,99054,99172,98309,"7,84M","-0,75%",,,,
15.10.2020,99054,99328,99486,97778,"8,34M","-0,28%",,,,
14.10.2020,99334,98502,99571,98501,"8,90M","0,84%",,,,
13.10.2020,98503,97483,98998,97336,"7,87M","1,05%",,,,
09.10.2020,97483,97924,98642,97161,"10,81M","-0,45%",,,,
08.10.2020,97920,95530,97938,95530,"11,16M","2,51%",,,,
07.10.2020,95526,95616,96380,94881,"9,83M","-0,09%",,,,
06.10.2020,95615,96091,97405,95211,"11,30M","-0,49%",,,,
05.10.2020,96089,94019,96414,93984,"8,62M","2,21%",,,,
02.10.2020,94016,95475,95996,93897,"8,58M","-1,53%",,,,
01.10.2020,95479,94604,95486,93599,"9,24M","0,93%",,,,
30.09.2020,94603,93586,95340,93584,"9,49M","1,09%",,,,
29.09.2020,93580,94665,95505,93408,"8,74M","-1,15%",,,,
28.09.2020,94666,97005,98314,94371,"10,51M","-2,41%",,,,
25.09.2020,96999,97011,97012,95632,"7,35M","-0,01%",,,,
24.09.2020,97012,95735,97955,95653,"9,33M","1,33%",,,,
23.09.2020,95735,97294,97389,95728,"8,83M","-1,60%",,,,
22.09.2020,97294,96995,97684,96390,"7,28M","0,31%",,,,
21.09.2020,96991,98283,98283,95820,"9,74M","-1,32%",,,,
18.09.2020,98290,100098,100102,98045,"11,37M","-1,81%",,,,
17.09.2020,100098,99674,100251,98562,"7,86M","0,42%",,,,
16.09.2020,99676,100299,100663,99663,"7,14M","-0,62%",,,,
15.09.2020,100298,100277,100949,99647,"9,22M","0,02%",,,,
14.09.2020,100275,98367,100520,98367,"8,18M","1,94%",,,,
11.09.2020,98363,98839,99435,97758,"9,11M","-0,48%",,,,
10.09.2020,98835,101291,101536,98687,"8,89M","-2,43%",,,,
09.09.2020,101292,100050,101578,100050,"7,96M","1,24%",,,,
08.09.2020,100050,101239,101239,99373,"8,48M","-1,18%",,,,
04.09.2020,101242,100733,101582,98961,"11,33M","0,52%",,,,
03.09.2020,100721,101911,103226,99751,"12,61M","-1,17%",,,,
02.09.2020,101911,102168,102824,100872,"7,56M","-0,25%",,,,
01.09.2020,102168,99382,102238,99382,"9,38M","2,82%",,,,
31.08.2020,99369,102142,102142,99369,"12,23M","-2,72%",,,,
28.08.2020,102143,100631,102347,100631,"7,67M","1,51%",,,,
27.08.2020,100624,100625,101548,99857,"7,36M","0,00%",,,,
26.08.2020,100627,102119,102521,99359,"9,86M","-1,46%",,,,
25.08.2020,102118,102293,102708,101623,"8,19M","-0,18%",,,,
24.08.2020,102298,101525,102515,101525,"7,72M","0,77%",,,,
21.08.2020,101521,101460,101566,100412,"9,10M","0,05%",,,,
20.08.2020,101468,100853,101749,99131,"9,40M","0,61%",,,,
19.08.2020,100854,102072,102334,100800,"10,03M","-1,19%",,,,
